OBJECTID,BLOCK,DISTRICT,STATE,VILLAGE,CODE,Shape_Leng,Shape_Area,TEHSIL
3859,PEHOWA,KURUKSHETRA,HARYANA,DIWANA,D26,16324.10807,14257915.62,PEHOWA
3860,PEHOWA,KURUKSHETRA,HARYANA,ADHOYA,A02,14534.96666,9629755.222,PEHOWA
3870,PEHOWA,KURUKSHETRA,HARYANA,BODHA,B61,6595.132576,1861988.42,PEHOWA
3872,PEHOWA,KURUKSHETRA,HARYANA,HARIGARH BORAK,B42,16759.57083,13255096.98,PEHOWA
3890,PEHOWA,KURUKSHETRA,HARYANA,GARHI RORAN,G06,8947.705797,2441406.332,PEHOWA
3893,PEHOWA,KURUKSHETRA,HARYANA,CHHALON,C08,10012.64579,4852036.707,PEHOWA
3682,PIPLI,KURUKSHETRA,HARYANA,SARAI SUKHI,S18,7534.753282,3624751.903,SHAHABAD
3689,PIPLI,KURUKSHETRA,HARYANA,BIR CHHAPAR,B53,10753.24827,4460228.306,SHAHABAD
6,PIPLI,KURUKSHETRA,HARYANA,MATHANA,M18,19153.21414,14072597.67,THANESAR
832,PIPLI,KURUKSHETRA,HARYANA,KHERI MARKANDA,K37,7043.297959,1344819.387,THANESAR
833,PIPLI,KURUKSHETRA,HARYANA,AMARGARH MAJHARA,A09,5279.58732,1042327.871,THANESAR
834,PIPLI,KURUKSHETRA,HARYANA,SIRSAMA,S37,8691.635733,3628837.323,THANESAR
835,PIPLI,KURUKSHETRA,HARYANA,DAULATPUR,D10,8108.153392,2664804.128,THANESAR
836,PIPLI,KURUKSHETRA,HARYANA,DEVIDASPUR,D13,5335.652424,1585025.538,THANESAR
837,PIPLI,KURUKSHETRA,HARYANA,PIPLI,P11,6832.958888,1889482.034,THANESAR
838,PIPLI,KURUKSHETRA,HARYANA,BIR PIPLI,B58,13221.87688,3429907.329,THANESAR
839,PIPLI,KURUKSHETRA,HARYANA,SHADIPUR NAWABA,S23,8698.787684,1800806.064,THANESAR
840,PIPLI,KURUKSHETRA,HARYANA,RATTAN DERA,R15,8192.926064,3392965.347,THANESAR
841,PIPLI,KURUKSHETRA,HARYANA,PARTAPGARH,P05,8770.109199,1875266.723,THANESAR
842,PIPLI,KURUKSHETRA,HARYANA,SHADIPUR SHAHABAD,S24,7133.700238,2662758.714,THANESAR
844,PIPLI,KURUKSHETRA,HARYANA,PALWAL,P03,8065.278036,3249164.461,THANESAR
3511,PIPLI,KURUKSHETRA,HARYANA,CHHARPUR,C12,5333.145012,1688845.282,THANESAR
3512,PIPLI,KURUKSHETRA,HARYANA,BIR MATHANA,B57,5737.737308,1626058.058,THANESAR
3514,PIPLI,KURUKSHETRA,HARYANA,KISHANGARH,K43,6599.364939,1721824.354,THANESAR
3519,PIPLI,KURUKSHETRA,HARYANA,GOVIND MAJRA,G17,8696.379346,3948451.766,THANESAR
3522,PIPLI,KURUKSHETRA,HARYANA,HARIA PUR,H05,8874.254596,1708909.265,THANESAR
3524,PIPLI,KURUKSHETRA,HARYANA,WAZIDPUR,W01,7796.437491,2882856.973,THANESAR
3550,PIPLI,KURUKSHETRA,HARYANA,SAMANI,S11,7142.818595,3045349.481,THANESAR
3553,PIPLI,KURUKSHETRA,HARYANA,UNTSAAL,U04,6882.535037,2435451.061,THANESAR
3554,PIPLI,KURUKSHETRA,HARYANA,SHADIPUR SHAHIDA,S25,6762.66998,1708520.441,THANESAR
3560,PIPLI,KURUKSHETRA,HARYANA,MUKARPUR,M31,6538.275248,2192412.438,THANESAR
3571,PIPLI,KURUKSHETRA,HARYANA,MUNYARPUR,M33,4328.6817,1033963.94,THANESAR
3580,PIPLI,KURUKSHETRA,HARYANA,MUSAPUR,M37,4897.744137,1319147.35,THANESAR
3581,PIPLI,KURUKSHETRA,HARYANA,SANWALA,S17,10738.37116,5605032.277,THANESAR
3582,PIPLI,KURUKSHETRA,HARYANA,KHANPUR  KOLIAN,K26,8785.039676,4527067.14,THANESAR
3681,PIPLI,KURUKSHETRA,HARYANA,DHIRPUR,D23,6928.019183,2714399.698,THANESAR
3684,PIPLI,KURUKSHETRA,HARYANA,KANIPALA,K15,9973.092,5551086.91,THANESAR
3687,PIPLI,KURUKSHETRA,HARYANA,MASANA,M17,8950.510764,4499339.943,THANESAR
3688,PIPLI,KURUKSHETRA,HARYANA,DUDHLA,D31,9316.372327,3954119.933,THANESAR
3700,PIPLI,KURUKSHETRA,HARYANA,MORTHALA,M27,7901.570478,3775659.294,THANESAR
3702,PIPLI,KURUKSHETRA,HARYANA,BODLA,B63,8496.188463,4576466.011,THANESAR
3709,PIPLI,KURUKSHETRA,HARYANA,BIRKHAIRI,B55,11729.20934,3868382.29,THANESAR
3784,PIPLI,KURUKSHETRA,HARYANA,SIRSALA,S36,10641.56159,7210681.055,THANESAR
3785,PIPLI,KURUKSHETRA,HARYANA,ISHARGARH,I03,9747.241369,4338558.306,THANESAR
3786,PIPLI,KURUKSHETRA,HARYANA,KOLAPUR,K45,7373.229734,2504047.714,THANESAR
3787,PIPLI,KURUKSHETRA,HARYANA,BOHLI,B65,11324.73572,4741963.005,THANESAR
3791,PIPLI,KURUKSHETRA,HARYANA,JIRBARI,J17,8786.906993,3067338.595,THANESAR
3793,PIPLI,KURUKSHETRA,HARYANA,UMRI,U02,18708.77254,14553230.69,THANESAR
3794,PIPLI,KURUKSHETRA,HARYANA,SODHI,S39,4911.828285,1303647.673,THANESAR
3795,PIPLI,KURUKSHETRA,HARYANA,JHINWARNERI(413),J15,7155.37448,2521870.529,THANESAR
3796,PIPLI,KURUKSHETRA,HARYANA,BODHI,B62,6738.484422,1638501.592,THANESAR
3797,PIPLI,KURUKSHETRA,HARYANA,KHERI GADIAN,K36,8911.015766,2080336.431,THANESAR
3798,PIPLI,KURUKSHETRA,HARYANA,KARAHAMI,K19,8769.594997,2954711.902,THANESAR
1,SHAHABAD,KURUKSHETRA,HARYANA,KAKRA SHAHBAD,K04,3406.893347,476154.8039,SHAHABAD
11,SHAHABAD,KURUKSHETRA,HARYANA,MANDERI,M11,,,SHAHABAD
3525,SHAHABAD,KURUKSHETRA,HARYANA,NARAYANGARH,N06,4303.197399,1177514.577,SHAHABAD
3536,SHAHABAD,KURUKSHETRA,HARYANA,TIGRI,T20,6243.2543,1966083.82,SHAHABAD
3541,SHAHABAD,KURUKSHETRA,HARYANA,JHAROLI KHURD,J12,7982.194934,3672675.448,SHAHABAD
3543,SHAHABAD,KURUKSHETRA,HARYANA,YARI,YO2,7528.961687,3467856.187,SHAHABAD
3544,SHAHABAD,KURUKSHETRA,HARYANA,MUGHAL MAJRA,M29,6548.408885,2198575.793,SHAHABAD
3547,SHAHABAD,KURUKSHETRA,HARYANA,GULAB GARH,G20,3766.392333,516290.2656,SHAHABAD
3549,SHAHABAD,KURUKSHETRA,HARYANA,RAIPUR,R02,7476.181288,2292138.496,SHAHABAD
3556,SHAHABAD,KURUKSHETRA,HARYANA,RATANGARH,R13,11328.32971,2523818.561,SHAHABAD
3557,SHAHABAD,KURUKSHETRA,HARYANA,JOGI MAJRA,J18,4521.612148,1116761.799,SHAHABAD
3564,SHAHABAD,KURUKSHETRA,HARYANA,KAHAN GARH,K01,5095.493828,1281081.282,SHAHABAD
3575,SHAHABAD,KURUKSHETRA,HARYANA,RAMNAGAR,R05,5583.280901,1049768.636,SHAHABAD
3585,SHAHABAD,KURUKSHETRA,HARYANA,CHHAPRI,C11,7681.635693,2290129.209,SHAHABAD
3586,SHAHABAD,KURUKSHETRA,HARYANA,KHANPUR JATTAN,K27,11065.24361,2364093.54,SHAHABAD
3587,SHAHABAD,KURUKSHETRA,HARYANA,DHARAMGARH,D21,4507.48102,635489.5176,SHAHABAD
3588,SHAHABAD,KURUKSHETRA,HARYANA,MALIKPUR,M09,6027.02029,1277255.723,SHAHABAD
3589,SHAHABAD,KURUKSHETRA,HARYANA,MUHDUDANA,M30,4071.18969,749155.3508,SHAHABAD
3590,SHAHABAD,KURUKSHETRA,HARYANA,NAGLA,N01,8759.184028,3912081.458,SHAHABAD
3591,SHAHABAD,KURUKSHETRA,HARYANA,BORIPUR,B66,3692.481062,682109.2603,SHAHABAD
3592,SHAHABAD,KURUKSHETRA,HARYANA,JAINPUR,J02,7080.616745,1965581.93,SHAHABAD
3607,SHAHABAD,KURUKSHETRA,HARYANA,BIBIPUR,B46,8912.381749,3829953.619,SHAHABAD
3609,SHAHABAD,KURUKSHETRA,HARYANA,TANGOR,T06,10951.30484,6154548.574,SHAHABAD
3611,SHAHABAD,KURUKSHETRA,HARYANA,TANGORI,T07,8530.685073,3294001.63,SHAHABAD
3614,SHAHABAD,KURUKSHETRA,HARYANA,BIJARPUR,B49,6977.026613,2008630.379,SHAHABAD
3615,SHAHABAD,KURUKSHETRA,HARYANA,NALWI,N05,19337.69955,8445693.671,SHAHABAD
3676,SHAHABAD,KURUKSHETRA,HARYANA,ATWAN,A13,6497.291444,2484461.443,SHAHABAD
3678,SHAHABAD,KURUKSHETRA,HARYANA,KHERA,K32,10246.85436,2460182.22,SHAHABAD
3679,SHAHABAD,KURUKSHETRA,HARYANA,KATLAHERI,K22,10717.44557,5334210.799,SHAHABAD
3680,SHAHABAD,KURUKSHETRA,HARYANA,AHMADPUR,A03,5873.607204,1598788.178,SHAHABAD
3683,SHAHABAD,KURUKSHETRA,HARYANA,RAWALKHERI,R19,5373.460069,1605172.334,SHAHABAD
3685,SHAHABAD,KURUKSHETRA,HARYANA,CHANARTHAL,C03,8540.302103,4366448.636,SHAHABAD
3686,SHAHABAD,KURUKSHETRA,HARYANA,DHANTORI,D20,7862.182488,2778270.453,SHAHABAD
3690,SHAHABAD,KURUKSHETRA,HARYANA,MACHHRAULI,M01,10185.51059,5029201.748,SHAHABAD
3691,SHAHABAD,KURUKSHETRA,HARYANA,KHARINDWA,K29,15819.23851,12280944.02,SHAHABAD
3749,SHAHABAD,KURUKSHETRA,HARYANA,JANDHERI,J09,9402.635661,4474716.644,SHAHABAD
3750,SHAHABAD,KURUKSHETRA,HARYANA,DEEG,D11,12294.20765,5860785.428,SHAHABAD
3751,SHAHABAD,KURUKSHETRA,HARYANA,BAKANA,B11,11935.88851,8514696.334,SHAHABAD
3752,SHAHABAD,KURUKSHETRA,HARYANA,CHARUNI JATTAN,C05,10320.76737,6365134.362,SHAHABAD
3753,SHAHABAD,KURUKSHETRA,HARYANA,TEORA,T12,10643.26019,6158548.797,SHAHABAD
3754,SHAHABAD,KURUKSHETRA,HARYANA,HABANA,H11,7194.922623,2473174.65,SHAHABAD
3755,SHAHABAD,KURUKSHETRA,HARYANA,DHAKALA,D14,7071.821749,2646411.27,SHAHABAD
3756,SHAHABAD,KURUKSHETRA,HARYANA,MOHANPUR,M25,6717.977559,2448531.658,SHAHABAD
3757,SHAHABAD,KURUKSHETRA,HARYANA,DOLA MAJRA,D29,2325.414814,245460.6838,SHAHABAD
3758,SHAHABAD,KURUKSHETRA,HARYANA,KISHANGARH,K44,8010.334462,2203446.664,SHAHABAD
3759,SHAHABAD,KURUKSHETRA,HARYANA,MADANPUR,M02,5570.752581,1616903.26,SHAHABAD
3760,SHAHABAD,KURUKSHETRA,HARYANA,GUMTI,G24,6902.34971,2534925.451,SHAHABAD
3761,SHAHABAD,KURUKSHETRA,HARYANA,KALSANA,K10,14085.62156,8740126.163,SHAHABAD
3762,SHAHABAD,KURUKSHETRA,HARYANA,CHHAPRA,C09,4100.153073,762151.6879,SHAHABAD
3763,SHAHABAD,KURUKSHETRA,HARYANA,SHAHJADPUR,S26,8219.868888,3909357.263,SHAHABAD
3764,SHAHABAD,KURUKSHETRA,HARYANA,NAHAR MAJRA,N02,5820.97745,1203500.138,SHAHABAD
3765,SHAHABAD,KURUKSHETRA,HARYANA,SULAKHNI,S44,10002.73886,4874870.168,SHAHABAD
3766,SHAHABAD,KURUKSHETRA,HARYANA,KALIANA,K07,7970.067558,3103628.047,SHAHABAD
3767,SHAHABAD,KURUKSHETRA,HARYANA,DAU MAJRA,D09,8591.475719,2908084.914,SHAHABAD
3768,SHAHABAD,KURUKSHETRA,HARYANA,GORIPUR,G14,6359.717732,1501199.283,SHAHABAD
3769,SHAHABAD,KURUKSHETRA,HARYANA,KALSANI,K11,6304.484452,1943118.323,SHAHABAD
3770,SHAHABAD,KURUKSHETRA,HARYANA,MAMU MAJRA,M10,7052.200128,1988748.8,SHAHABAD
3771,SHAHABAD,KURUKSHETRA,HARYANA,FATEHGARH JHAROLI,F03,9200.95637,3649340.835,SHAHABAD
3772,SHAHABAD,KURUKSHETRA,HARYANA,SURAKHPUR,S49,5837.119133,1573359.041,SHAHABAD
3822,SHAHABAD,KURUKSHETRA,HARYANA,YARA,Y01,11595.38624,8188864.354,SHAHABAD
3823,SHAHABAD,KURUKSHETRA,HARYANA,DHANGALI,D18,8521.23478,4242916.048,SHAHABAD
3824,SHAHABAD,KURUKSHETRA,HARYANA,RAWA,R18,12222.49077,6610138.674,SHAHABAD
3825,SHAHABAD,KURUKSHETRA,HARYANA,DAMLI,D05,8495.158844,2729958.173,SHAHABAD
3826,SHAHABAD,KURUKSHETRA,HARYANA,TAGRA,T02,2777.569703,507108.4662,SHAHABAD
3827,SHAHABAD,KURUKSHETRA,HARYANA,LANDI,L03,10770.58177,4047517.55,SHAHABAD
3828,SHAHABAD,KURUKSHETRA,HARYANA,MOHRI,M26,7420.255814,3427876.712,SHAHABAD
3829,SHAHABAD,KURUKSHETRA,HARYANA,CHHORPUR,C13,7386.696641,2549205.644,SHAHABAD
3830,SHAHABAD,KURUKSHETRA,HARYANA,SAMALKHI,S10,9499.574915,4765652.991,SHAHABAD
3831,SHAHABAD,KURUKSHETRA,HARYANA,HALDAHERI,H02,5446.48721,1638271.858,SHAHABAD
3832,SHAHABAD,KURUKSHETRA,HARYANA,SAIDPUR BARWALA,S01,4681.709885,1265064.79,SHAHABAD
3833,SHAHABAD,KURUKSHETRA,HARYANA,BUKHAR MAJRA,B40,5820.337374,1736314.745,SHAHABAD
3834,SHAHABAD,KURUKSHETRA,HARYANA,GOLPURA,G13,6891.663836,2854675.82,SHAHABAD
3837,SHAHABAD,KURUKSHETRA,HARYANA,RAI MAJRA,R01,7126.54734,1775061.953,SHAHABAD
3861,SHAHABAD,KURUKSHETRA,HARYANA,SALEMPUR,S06,6171.933937,2237103.71,SHAHABAD
3862,SHAHABAD,KURUKSHETRA,HARYANA,PADLU,P01,9664.492167,4669544.478,SHAHABAD
3863,SHAHABAD,KURUKSHETRA,HARYANA,JHAMRA SHAHABAD,J10,17288.08771,13406086.33,SHAHABAD
3864,SHAHABAD,KURUKSHETRA,HARYANA,RAVI,R17,3494.198033,752480.3284,SHAHABAD
3865,SHAHABAD,KURUKSHETRA,HARYANA,RAMNAGAR,R06,15622.32926,9091186.36,SHAHABAD
3866,SHAHABAD,KURUKSHETRA,HARYANA,PATI BORIPUR,P06,2971.772304,507208.2239,SHAHABAD
3867,SHAHABAD,KURUKSHETRA,HARYANA,DADLU,D03,5638.919376,2100750.4,SHAHABAD
3882,SHAHABAD,KURUKSHETRA,HARYANA,FATEHGARH ATTRI,F01,7159.47574,1510274.426,SHAHABAD
3883,SHAHABAD,KURUKSHETRA,HARYANA,KATHWA,K21,10253.63516,3240320.831,SHAHABAD
3566,SHAHABAD,KURUKSHETRA,HARYANA,MAHIDUDEENPUR,M04,9499.359278,2511915.633,SHAHABAD
3675,SHAHABAD,KURUKSHETRA,HARYANA,SUDHPUR,S41,11873.04331,6260224.994,THANESAR
3677,SHAHABAD,KURUKSHETRA,HARYANA,BARAM,B21,9581.758686,5788029.943,THANESAR
3622,THANESAR,KURUKSHETRA,HARYANA,LOHAR MAJRA,L05,10189.10235,4417076.146,PEHOWA
3635,THANESAR,KURUKSHETRA,HARYANA,KHIJARPURA,K40,7564.383272,2482797.07,PEHOWA
3892,THANESAR,KURUKSHETRA,HARYANA,GARHI KAHARAN,G05,7152.682752,1195871.195,PEHOWA
3894,THANESAR,KURUKSHETRA,HARYANA,KHANPUR RORAN,K28,6494.582108,2235828.439,PEHOWA
3895,THANESAR,KURUKSHETRA,HARYANA,KAMODA,K13,11779.54316,7438899.693,PEHOWA
3896,THANESAR,KURUKSHETRA,HARYANA,BHAINSI MAJRA,B34,12615.08955,4632705.938,PEHOWA
1,THANESAR,KURUKSHETRA,HARYANA,DARA KALAN,D06,,,THANESAR
2,THANESAR,KURUKSHETRA,HARYANA,KUWAR KHERI,K47,,,THANESAR
3,THANESAR,KURUKSHETRA,HARYANA,KAINTHAL KHURD,K03,,,THANESAR
4,THANESAR,KURUKSHETRA,HARYANA,RAMGARH,R03,,,THANESAR
5,THANESAR,KURUKSHETRA,HARYANA,RAO GARH,R12,,,THANESAR
6,THANESAR,KURUKSHETRA,HARYANA,RATGAL,R14,,,THANESAR
7,THANESAR,KURUKSHETRA,HARYANA,SUNDERPUR,S47,,,THANESAR
8,THANESAR,KURUKSHETRA,HARYANA,TIGRI KHALSA,T21,,,THANESAR
9,THANESAR,KURUKSHETRA,HARYANA,UNTHERI,U03,,,THANESAR
829,THANESAR,KURUKSHETRA,HARYANA,ALAMPUR,A08,6262.224824,2065212.229,THANESAR
830,THANESAR,KURUKSHETRA,HARYANA,DIYALPUR,D27,10088.50636,2247096.967,THANESAR
831,THANESAR,KURUKSHETRA,HARYANA,SAMSIPUR,S12,10622.15554,3867023.189,THANESAR
843,THANESAR,KURUKSHETRA,HARYANA,ADHAUN,A01,8863.015698,4027290.589,THANESAR
845,THANESAR,KURUKSHETRA,HARYANA,KHERI BRAHMAN,K34,4474.067269,1092525.049,THANESAR
846,THANESAR,KURUKSHETRA,HARYANA,KHERI RAMNAGAR,K38,7108.480748,2680455.192,THANESAR
847,THANESAR,KURUKSHETRA,HARYANA,CHANDERBHANPUR,C04,5904.385641,2015137.783,THANESAR
848,THANESAR,KURUKSHETRA,HARYANA,SALARPUR,S04,4457.086489,1280290.804,THANESAR
849,THANESAR,KURUKSHETRA,HARYANA,ISHARPUR,I04,6733.29808,2009032.956,THANESAR
850,THANESAR,KURUKSHETRA,HARYANA,FATUPUR,F04,12296.90581,5252385.099,THANESAR
851,THANESAR,KURUKSHETRA,HARYANA,JHINJARPUR,J13,13124.71035,6677563.854,THANESAR
852,THANESAR,KURUKSHETRA,HARYANA,HATHIRA,H08,10564.59219,6153919.879,THANESAR
853,THANESAR,KURUKSHETRA,HARYANA,KIRMACH,K42,23546.78709,22144949.28,THANESAR
854,THANESAR,KURUKSHETRA,HARYANA,SHADIPUR LADWA,S22,4918.799906,1171092.139,THANESAR
3513,THANESAR,KURUKSHETRA,HARYANA,KAINTHAL KALAN,K02,5405.167063,1791795.952,THANESAR
3521,THANESAR,KURUKSHETRA,HARYANA,JOGNA KHERA,J20,8515.353096,3492607,THANESAR
3527,THANESAR,KURUKSHETRA,HARYANA,BICHGAWAN,B48,10702.64579,6065093.809,THANESAR
3551,THANESAR,KURUKSHETRA,HARYANA,CHIBA,C14,10145.80561,5888129.937,THANESAR
3559,THANESAR,KURUKSHETRA,HARYANA,DODHA KHERI,D28,7310.450886,1812921.31,THANESAR
3561,THANESAR,KURUKSHETRA,HARYANA,BALAHI,B13,10024.50053,4677971.407,THANESAR
3567,THANESAR,KURUKSHETRA,HARYANA,MALAKPUR,M08,6963.373346,2904072.323,THANESAR
3572,THANESAR,KURUKSHETRA,HARYANA,SANEDI KHALSHA,S15,9601.201546,4455530.991,THANESAR
3579,THANESAR,KURUKSHETRA,HARYANA,DARAKHERA,D08,3737.123809,478752.9788,THANESAR
3600,THANESAR,KURUKSHETRA,HARYANA,GOGPUR,G12,9979.120696,3846036.186,THANESAR
3605,THANESAR,KURUKSHETRA,HARYANA,PANWAN,P04,9271.730569,4014233.642,THANESAR
3606,THANESAR,KURUKSHETRA,HARYANA,HANSANPUR,H06,7772.062552,2574837.064,THANESAR
3608,THANESAR,KURUKSHETRA,HARYANA,AJRANA KALAN,A04,15058.12144,11107378.72,THANESAR
3619,THANESAR,KURUKSHETRA,HARYANA,LUKHI,L08,23946.85669,22185722.07,THANESAR
3621,THANESAR,KURUKSHETRA,HARYANA,BAGTHALA,B06,16535.57222,10488893.6,THANESAR
3623,THANESAR,KURUKSHETRA,HARYANA,JOSAR,J21,16158.19875,11454248.99,THANESAR
3624,THANESAR,KURUKSHETRA,HARYANA,MUNDA KHERA,M32,6780.062176,2788941.873,THANESAR
3625,THANESAR,KURUKSHETRA,HARYANA,NARKATARI,N07,5434.127629,1376601.298,THANESAR
3626,THANESAR,KURUKSHETRA,HARYANA,MIRZAPUR,M23,17929.08555,7150278.907,THANESAR
3627,THANESAR,KURUKSHETRA,HARYANA,GULABGARH,G21,4723.030153,1189869.16,THANESAR
3628,THANESAR,KURUKSHETRA,HARYANA,BARWA,B27,9610.592709,5404726.398,THANESAR
3629,THANESAR,KURUKSHETRA,HARYANA,BARNA,B25,14347.43889,10346339.81,THANESAR
3773,THANESAR,KURUKSHETRA,HARYANA,SALPANI KHURD,S08,8117.735613,2689638.968,THANESAR
3774,THANESAR,KURUKSHETRA,HARYANA,UDARSI,U01,9885.638146,4891824.633,THANESAR
3775,THANESAR,KURUKSHETRA,HARYANA,AJRANI,A06,7323.178579,2478396.282,THANESAR
3777,THANESAR,KURUKSHETRA,HARYANA,HINGA KHERI,H10,8494.879221,3939290.801,THANESAR
3778,THANESAR,KURUKSHETRA,HARYANA,GHAMUR KHERA,G09,7097.702331,2646341.065,THANESAR
3779,THANESAR,KURUKSHETRA,HARYANA,DAB KHERI,D02,8164.197165,4262810.887,THANESAR
3780,THANESAR,KURUKSHETRA,HARYANA,HANSALA,H04,9649.865205,4707368.067,THANESAR
3781,THANESAR,KURUKSHETRA,HARYANA,DARA KHURD,D07,9330.231495,2175031.931,THANESAR
3782,THANESAR,KURUKSHETRA,HARYANA,BHAWANI KHERA,B38,7037.346887,2643463.158,THANESAR
3783,THANESAR,KURUKSHETRA,HARYANA,BAHADURPURA,B07,7260.447245,2664008.66,THANESAR
3788,THANESAR,KURUKSHETRA,HARYANA,BAHRI,B09,8873.388561,3506486.199,THANESAR
3789,THANESAR,KURUKSHETRA,HARYANA,BIR AMIN,B51,15297.34327,7039007.862,THANESAR
3790,THANESAR,KURUKSHETRA,HARYANA,KHASPUR,K31,6859.943153,1766441.1,THANESAR
3792,THANESAR,KURUKSHETRA,HARYANA,AMIN,A10,21629.48715,16114772.77,THANESAR
3846,THANESAR,KURUKSHETRA,HARYANA,GHARARSI,G10,10996.56542,6328598.385,THANESAR
3847,THANESAR,KURUKSHETRA,HARYANA,PINDARSI,P10,7504.31905,3389690.188,THANESAR
3889,THANESAR,KURUKSHETRA,HARYANA,INDBARI,I01,6466.267878,2177678.77,THANESAR
3891,THANESAR,KURUKSHETRA,HARYANA,SHAMASPUR,S29,9771.350454,3999564.252,THANESAR
3532,THANESAR,KURUKSHETRA,HARYANA,KURUKSHETRA,,31810.82071,2696012.522,THANESAR
3776,THANESAR,KURUKSHETRA,HARYANA,DHAURALA,D22,13956.83086,7871838.754,THANESAR
